id	name	source	features	aliases
ftr33222	acetylajmaline esterase (EC 3.1.1.80)	KEGG	null	KEGG:AAE (EC 3.1.1.80);KEGG:2beta(R)-17-O-acetylajmalan:acetylesterase (EC 3.1.1.80);KEGG:acetylajmalan esterase (EC 3.1.1.80)
ftr33223	quorum-quenching N-acyl-homoserine lactonase (EC 3.1.1.81)	KEGG	null	KEGG:acyl homoserine degrading enzyme (EC 3.1.1.81);KEGG:acyl-homoserine lactone acylase (EC 3.1.1.81);KEGG:AHL lactonase (EC 3.1.1.81);KEGG:AHL-degrading enzyme (EC 3.1.1.81);KEGG:AHL-inactivating enzyme (EC 3.1.1.81);KEGG:AHLase (EC 3.1.1.81);KEGG:AhlD (EC 3.1.1.81);KEGG:AhlK (EC 3.1.1.81);KEGG:AiiA (EC 3.1.1.81);KEGG:AiiA lactonase (EC 3.1.1.81);KEGG:AiiA-like protein (EC 3.1.1.81);KEGG:AiiB (EC 3.1.1.81);KEGG:AiiC (EC 3.1.1.81);KEGG:AttM (EC 3.1.1.81);KEGG:delactonase (EC 3.1.1.81);KEGG:lactonase-like enzyme (EC 3.1.1.81);KEGG:N-acyl homoserine lactonase (EC 3.1.1.81);KEGG:N-acyl homoserine lactone hydrolase (EC 3.1.1.81);KEGG:N-acyl-homoserine lactone lactonase (EC 3.1.1.81);KEGG:N-acyl-L-homoserine lactone hydrolase (EC 3.1.1.81);KEGG:quorum-quenching lactonase (EC 3.1.1.81);KEGG:quorum-quenching N-acyl homoserine lactone hydrolase (EC 3.1.1.81)
ftr33224	pheophorbidase (EC 3.1.1.82)	KEGG	null	KEGG:phedase (EC 3.1.1.82);KEGG:PPD (EC 3.1.1.82)
ftr33225	monoterpene epsilon-lactone hydrolase (EC 3.1.1.83)	KEGG	null	KEGG:MLH (EC 3.1.1.83)
ftr33226	cocaine esterase (EC 3.1.1.84)	KEGG	null	KEGG:CocE (EC 3.1.1.84);KEGG:hCE2 (EC 3.1.1.84);KEGG:hCE-2 (EC 3.1.1.84);KEGG:human carboxylesterase 2 (EC 3.1.1.84)
ftr33227	pimelyl-[acyl-carrier protein] methyl ester esterase (EC 3.1.1.85)	KEGG	null	KEGG:BioH (EC 3.1.1.85)
ftr33229	fumonisin B1 esterase (EC 3.1.1.87)	KEGG	null	KEGG:fumD (gene name) (EC 3.1.1.87)
ftr33230	pyrethroid hydrolase (EC 3.1.1.88)	KEGG	null	KEGG:pyrethroid-hydrolyzing carboxylesterase (EC 3.1.1.88);KEGG:pyrethroid-hydrolysing esterase (EC 3.1.1.88);KEGG:pyrethroid-hydrolyzing esterase (EC 3.1.1.88);KEGG:pyrethroid-selective esterase (EC 3.1.1.88);KEGG:pyrethroid-cleaving enzyme (EC 3.1.1.88);KEGG:permethrinase (EC 3.1.1.88);KEGG:PytH (EC 3.1.1.88);KEGG:EstP (EC 3.1.1.88)
ftr33232	all-trans-retinyl ester 13-cis isomerohydrolase (EC 3.1.1.90)	KEGG	null	null
ftr33248	acetyl-CoA hydrolase (EC 3.1.2.1)	KEGG	null	KEGG:acetyl-CoA deacylase (EC 3.1.2.1);KEGG:acetyl-CoA acylase (EC 3.1.2.1);KEGG:acetyl coenzyme A hydrolase (EC 3.1.2.1);KEGG:acetyl coenzyme A deacylase (EC 3.1.2.1);KEGG:acetyl coenzyme A acylase (EC 3.1.2.1);KEGG:acetyl-CoA thiol esterase (EC 3.1.2.1)
ftr33249	formyl-CoA hydrolase (EC 3.1.2.10)	KEGG	null	KEGG:formyl coenzyme A hydrolase (EC 3.1.2.10)
ftr33250	acetoacetyl-CoA hydrolase (EC 3.1.2.11)	KEGG	null	KEGG:acetoacetyl coenzyme A hydrolase (EC 3.1.2.11);KEGG:acetoacetyl CoA deacylase (EC 3.1.2.11);KEGG:acetoacetyl coenzyme A deacylase (EC 3.1.2.11)
ftr33251	S-formylglutathione hydrolase (EC 3.1.2.12)	KEGG	null	null
ftr33252	S-succinylglutathione hydrolase (EC 3.1.2.13)	KEGG	null	null
ftr33253	oleoyl-[acyl-carrier-protein] hydrolase (EC 3.1.2.14)	KEGG	null	KEGG:acyl-[acyl-carrier-protein] hydrolase (EC 3.1.2.14);KEGG:acyl-ACP-hydrolase (EC 3.1.2.14);KEGG:acyl-acyl carrier protein hydrolase (EC 3.1.2.14);KEGG:oleoyl-ACP thioesterase (EC 3.1.2.14);KEGG:oleoyl-acyl carrier protein thioesterase (EC 3.1.2.14);KEGG:oleoyl-[acyl-carrier-protein] hydrolase (EC 3.1.2.14)
ftr33254	ubiquitin thiolesterase (EC 3.1.2.15)	KEGG	null	KEGG:ubiquitin carboxy-terminal esterase (EC 3.1.2.15);KEGG:isopeptidase (misleading) (EC 3.1.2.15);KEGG:isopeptidase T (misleading) (EC 3.1.2.15);KEGG:ubiquitin C-terminal hydrolase (EC 3.1.2.15);KEGG:ubiquitin carboxy-terminal hydrolase (EC 3.1.2.15);KEGG:ubiquitin-C-terminal-thiolester hydrolase (EC 3.1.2.15)
ftr33255	citrate-lyase deacetylase (EC 3.1.2.16)	KEGG	null	KEGG:[citrate-(pro-3S)-lyase] thiolesterase (EC 3.1.2.16);KEGG:acetyl-S-(acyl-carrier protein) enzyme thioester hydrolase (EC 3.1.2.16);KEGG:citrate lyase deacetylase (EC 3.1.2.16)
ftr33256	(S)-methylmalonyl-CoA hydrolase (EC 3.1.2.17)	KEGG	null	KEGG:D-methylmalonyl-coenzyme A hydrolase (EC 3.1.2.17)
ftr33257	ADP-dependent short-chain-acyl-CoA hydrolase (EC 3.1.2.18)	KEGG	null	KEGG:short-chain acyl coenzyme A hydrolase (EC 3.1.2.18);KEGG:propionyl coenzyme A hydrolase (EC 3.1.2.18);KEGG:propionyl-CoA hydrolase (EC 3.1.2.18);KEGG:propionyl-CoA thioesterase (EC 3.1.2.18);KEGG:short-chain acyl-CoA hydrolase (EC 3.1.2.18);KEGG:short-chain acyl-CoA thioesterase (EC 3.1.2.18)
ftr33258	ADP-dependent medium-chain-acyl-CoA hydrolase (EC 3.1.2.19)	KEGG	null	KEGG:medium-chain acyl coenzyme A hydrolase (EC 3.1.2.19);KEGG:medium-chain acyl-CoA hydrolase (EC 3.1.2.19);KEGG:medium-chain acyl-thioester hydrolase (EC 3.1.2.19);KEGG:medium-chain hydrolase (EC 3.1.2.19);KEGG:myristoyl-CoA thioesterase (EC 3.1.2.19)
ftr33259	palmitoyl-CoA hydrolase (EC 3.1.2.2)	KEGG	null	KEGG:long-chain fatty-acyl-CoA hydrolase (EC 3.1.2.2);KEGG:palmitoyl coenzyme A hydrolase (EC 3.1.2.2);KEGG:palmitoyl thioesterase (EC 3.1.2.2);KEGG:palmitoyl coenzyme A hydrolase (EC 3.1.2.2);KEGG:palmitoyl-CoA deacylase (EC 3.1.2.2);KEGG:palmityl thioesterase (EC 3.1.2.2);KEGG:palmityl-CoA deacylase (EC 3.1.2.2);KEGG:fatty acyl thioesterase I (EC 3.1.2.2);KEGG:palmityl thioesterase I (EC 3.1.2.2)
ftr33260	acyl-CoA hydrolase (EC 3.1.2.20)	KEGG	null	KEGG:acyl coenzyme A thioesterase (EC 3.1.2.20);KEGG:acyl-CoA thioesterase (EC 3.1.2.20);KEGG:acyl coenzyme A hydrolase (EC 3.1.2.20);KEGG:thioesterase B (EC 3.1.2.20);KEGG:thioesterase II (EC 3.1.2.20);KEGG:acyl-CoA thioesterase (EC 3.1.2.20)
ftr33261	dodecanoyl-[acyl-carrier-protein] hydrolase (EC 3.1.2.21)	KEGG	null	KEGG:lauryl-acyl-carrier-protein hydrolase (EC 3.1.2.21);KEGG:dodecanoyl-acyl-carrier-protein hydrolase (EC 3.1.2.21);KEGG:dodecyl-acyl-carrier protein hydrolase (EC 3.1.2.21);KEGG:dodecanoyl-[acyl-carrier protein] hydrolase (EC 3.1.2.21);KEGG:dodecanoyl-[acyl-carrier-protein] hydrolase (EC 3.1.2.21)
ftr33262	palmitoyl[protein] hydrolase (EC 3.1.2.22)	KEGG	null	KEGG:palmitoyl-protein thioesterase (EC 3.1.2.22);KEGG:palmitoyl-(protein) hydrolase (EC 3.1.2.22)
ftr33263	4-hydroxybenzoyl-CoA thioesterase (EC 3.1.2.23)	KEGG	null	null
ftr33265	phenylacetyl-CoA hydrolase (EC 3.1.2.25)	KEGG	null	null
ftr33266	bile-acid-CoA hydrolase (EC 3.1.2.26)	KEGG	null	null
ftr33267	choloyl-CoA hydrolase (EC 3.1.2.27)	KEGG	null	KEGG:PTE-2 (ambiguous) (EC 3.1.2.27);KEGG:choloyl-coenzyme A thioesterase (EC 3.1.2.27);KEGG:chenodeoxycholoyl-coenzyme A thioesterase (EC 3.1.2.27);KEGG:peroxisomal acyl-CoA thioesterase 2 (EC 3.1.2.27)
ftr33268	1,4-dihydroxy-2-naphthoyl-CoA hydrolase (EC 3.1.2.28)	KEGG	null	null
ftr33269	fluoroacetyl-CoA thioesterase (EC 3.1.2.29)	KEGG	null	null
ftr33270	succinyl-CoA hydrolase (EC 3.1.2.3)	KEGG	null	KEGG:succinyl-CoA acylase (EC 3.1.2.3);KEGG:succinyl coenzyme A hydrolase (EC 3.1.2.3);KEGG:succinyl coenzyme A deacylase (EC 3.1.2.3)
ftr33272	hydroxymethylglutaryl-CoA hydrolase (EC 3.1.2.5)	KEGG	null	KEGG:beta-hydroxy-beta-methylglutaryl coenzyme A hydrolase (EC 3.1.2.5);KEGG:beta-hydroxy-beta-methylglutaryl coenzyme A deacylase (EC 3.1.2.5);KEGG:hydroxymethylglutaryl coenzyme A hydrolase (EC 3.1.2.5);KEGG:hydroxymethylglutaryl coenzyme A deacylase (EC 3.1.2.5);KEGG:3-hydroxy-3-methylglutaryl-CoA hydrolase (EC 3.1.2.5)
ftr33274	glutathione thiolesterase (EC 3.1.2.7)	KEGG	null	KEGG:citryl-glutathione thioesterhydrolase (EC 3.1.2.7)
ftr33432	bisphosphoglycerate phosphatase (EC 3.1.3.13)	KEGG	null	KEGG:2,3-diphosphoglycerate phosphatase (EC 3.1.3.13);KEGG:diphosphoglycerate phosphatase (EC 3.1.3.13);KEGG:2,3-diphosphoglyceric acid phosphatase (EC 3.1.3.13);KEGG:2,3-bisphosphoglycerate phosphatase (EC 3.1.3.13);KEGG:glycerate-2,3-diphosphate phosphatase (EC 3.1.3.13)
ftr33433	methylphosphothioglycerate phosphatase (EC 3.1.3.14)	KEGG	null	KEGG:methylthiophosphoglycerate phosphatase (EC 3.1.3.14)
ftr33435	phosphoprotein phosphatase (EC 3.1.3.16)	KEGG	null	KEGG:protein phosphatase-1 (EC 3.1.3.16);KEGG:protein phosphatase-2A (EC 3.1.3.16);KEGG:protein phosphatase-2B (EC 3.1.3.16);KEGG:protein phosphatase-2C (EC 3.1.3.16);KEGG:protein D phosphatase (EC 3.1.3.16);KEGG:phosphospectrin phosphatase (EC 3.1.3.16);KEGG:casein phosphatase (EC 3.1.3.16);KEGG:Aspergillus awamori acid protein phosphatase (EC 3.1.3.16);KEGG:calcineurin (EC 3.1.3.16);KEGG:phosphatase 2A (EC 3.1.3.16);KEGG:phosphatase 2B (EC 3.1.3.16);KEGG:phosphatase II (EC 3.1.3.16);KEGG:phosphatase IB (EC 3.1.3.16);KEGG:phosphatase C-II (EC 3.1.3.16);KEGG:polycation modulated (PCM-) phosphatase (EC 3.1.3.16);KEGG:phosphopyruvate dehydrogenase phosphatase (EC 3.1.3.16);KEGG:phosphatase SP (EC 3.1.3.16);KEGG:branched-chain alpha-keto acid dehydrogenase phosphatase (EC 3.1.3.16);KEGG:BCKDH phosphatase (EC 3.1.3.16);KEGG:3-hydroxy 3-methylglutaryl coenzymeA reductase phosphatase (EC 3.1.3.16);KEGG:HMG-CoA reductase phosphatase (EC 3.1.3.16);KEGG:phosphatase H-II (EC 3.1.3.16);KEGG:phosphatase III (EC 3.1.3.16);KEGG:phosphatase I (EC 3.1.3.16);KEGG:protein phosphatase (EC 3.1.3.16);KEGG:phosphatase IV (EC 3.1.3.16)
ftr33436	[phosphorylase] phosphatase (EC 3.1.3.17)	KEGG	null	KEGG:PR-enzyme (EC 3.1.3.17);KEGG:phosphorylase a phosphatase (EC 3.1.3.17);KEGG:glycogen phosphorylase phosphatase (EC 3.1.3.17);KEGG:protein phosphatase C (EC 3.1.3.17);KEGG:type 1 protein phosphatase (EC 3.1.3.17)
ftr33438	glycerol-2-phosphatase (EC 3.1.3.19)	KEGG	null	KEGG:beta-glycerophosphatase (EC 3.1.3.19);KEGG:beta-glycerophosphate phosphatase (EC 3.1.3.19);KEGG:2-glycerophosphatase (EC 3.1.3.19)
ftr33439	acid phosphatase (EC 3.1.3.2)	KEGG	null	KEGG:acid phosphomonoesterase (EC 3.1.3.2);KEGG:phosphomonoesterase (EC 3.1.3.2);KEGG:glycerophosphatase (EC 3.1.3.2);KEGG:acid monophosphatase (EC 3.1.3.2);KEGG:acid phosphohydrolase (EC 3.1.3.2);KEGG:acid phosphomonoester hydrolase (EC 3.1.3.2);KEGG:uteroferrin (EC 3.1.3.2);KEGG:acid nucleoside diphosphate phosphatase (EC 3.1.3.2);KEGG:orthophosphoric-monoester phosphohydrolase (acid optimum) (EC 3.1.3.2)
ftr33440	phosphoglycerate phosphatase (EC 3.1.3.20)	KEGG	null	KEGG:D-2-phosphoglycerate phosphatase (EC 3.1.3.20);KEGG:glycerophosphate phosphatase (EC 3.1.3.20)
ftr33441	glycerol-1-phosphatase (EC 3.1.3.21)	KEGG	null	KEGG:alpha-glycerophosphatase (EC 3.1.3.21);KEGG:alpha-glycerol phosphatase (EC 3.1.3.21);KEGG:glycerol 3-phosphatase (EC 3.1.3.21);KEGG:glycerol-3-phosphate phosphatase (EC 3.1.3.21);KEGG:glycerol 3-phosphate phosphohydrolase (EC 3.1.3.21)
ftr33442	mannitol-1-phosphatase (EC 3.1.3.22)	KEGG	null	KEGG:mannitol-1-phosphate phosphatase (EC 3.1.3.22)
ftr33443	sugar-phosphatase (EC 3.1.3.23)	KEGG	null	null
ftr33444	sucrose-phosphate phosphatase (EC 3.1.3.24)	KEGG	null	KEGG:sucrose 6-phosphate hydrolase (EC 3.1.3.24);KEGG:sucrose-phosphate hydrolase (EC 3.1.3.24);KEGG:sucrose-phosphate phosphohydrolase (EC 3.1.3.24);KEGG:sucrose-6-phosphatase (incorrect) (EC 3.1.3.24);KEGG:sucrose-phosphatase (incorrect) (EC 3.1.3.24);KEGG:sucrose-6-phosphate phosphatase (EC 3.1.3.24);KEGG:SPP (EC 3.1.3.24)
ftr33445	inositol-phosphate phosphatase (EC 3.1.3.25)	KEGG	null	KEGG:myo-inositol-1(or 4)-monophosphatase (EC 3.1.3.25);KEGG:inositol 1-phosphatase (EC 3.1.3.25);KEGG:L-myo-inositol-1-phosphate phosphatase (EC 3.1.3.25);KEGG:myo-inositol 1-phosphatase (EC 3.1.3.25);KEGG:inositol phosphatase (EC 3.1.3.25);KEGG:inositol monophosphate phosphatase (EC 3.1.3.25);KEGG:inositol-1(or 4)-monophosphatase (EC 3.1.3.25);KEGG:myo-inositol-1(or 4)-phosphate phosphohydrolase (EC 3.1.3.25);KEGG:myo-inositol monophosphatase (EC 3.1.3.25);KEGG:myo-inositol-1-phosphatase (EC 3.1.3.25)
ftr33446	4-phytase (EC 3.1.3.26)	KEGG	null	KEGG:6-phytase (name based on 1L-numbering system and not 1D-numbering) (EC 3.1.3.26);KEGG:phytase (EC 3.1.3.26);KEGG:phytate 6-phosphatase (EC 3.1.3.26);KEGG:myo-inositol-hexakisphosphate 6-phosphohydrolase (name based on 1L-numbering system and not 1D-numbering) (EC 3.1.3.26)
ftr33447	phosphatidylglycerophosphatase (EC 3.1.3.27)	KEGG	null	KEGG:phosphatidylglycerol phosphate phosphatase (EC 3.1.3.27);KEGG:phosphatidylglycerol phosphatase (EC 3.1.3.27);KEGG:PGP phosphatase (EC 3.1.3.27)
ftr33448	ADP-phosphoglycerate phosphatase (EC 3.1.3.28)	KEGG	null	KEGG:adenosine diphosphate phosphoglycerate phosphatase (EC 3.1.3.28)
ftr33449	N-acylneuraminate-9-phosphatase (EC 3.1.3.29)	KEGG	null	KEGG:acylneuraminate 9-phosphatase (EC 3.1.3.29);KEGG:N-acylneuraminic acid 9-phosphate phosphatase (EC 3.1.3.29);KEGG:N-acylneuraminic (sialic) acid 9-phosphatase (EC 3.1.3.29)
ftr33452	nucleotidase (EC 3.1.3.31)	KEGG	null	KEGG:nucleotide phosphatase (EC 3.1.3.31);KEGG:nucleotide-specific phosphatase (EC 3.1.3.31);KEGG:NSP I (EC 3.1.3.31);KEGG:NSP II (EC 3.1.3.31);KEGG:deoxyribonucleoside-activated nucleotidase (DAN) (EC 3.1.3.31);KEGG:deoxyinosine-activated nucleotidase (DIAN) (EC 3.1.3.31);KEGG:acid nucleotidase (EC 3.1.3.31)
ftr33453	polynucleotide 3'-phosphatase (EC 3.1.3.32)	KEGG	null	KEGG:2'(3')-polynucleotidase (EC 3.1.3.32);KEGG:DNA 3'-phosphatase (EC 3.1.3.32);KEGG:deoxyribonucleate 3'-phosphatase (EC 3.1.3.32);KEGG:5'-polynucleotidekinase 3'-phosphatase (EC 3.1.3.32)
ftr33454	polynucleotide 5'-phosphatase (EC 3.1.3.33)	KEGG	null	KEGG:5'-polynucleotidase (EC 3.1.3.33)
ftr33455	deoxynucleotide 3'-phosphatase (EC 3.1.3.34)	KEGG	null	KEGG:3'-deoxynucleotidase (EC 3.1.3.34);KEGG:3'-deoxyribonucleotidase (EC 3.1.3.34)
ftr33456	thymidylate 5'-phosphatase (EC 3.1.3.35)	KEGG	null	KEGG:thymidylate 5'-nucleotidase (EC 3.1.3.35);KEGG:deoxythymidylate 5'-nucleotidase (EC 3.1.3.35);KEGG:thymidylate nucleotidase (EC 3.1.3.35);KEGG:deoxythymidylic 5'-nucleotidase (EC 3.1.3.35);KEGG:deoxythymidylate phosphohydrolase (EC 3.1.3.35);KEGG:dTMPase (EC 3.1.3.35)
ftr33457	phosphoinositide 5-phosphatase (EC 3.1.3.36)	KEGG	null	KEGG:type II inositol polyphosphate 5-phosphatase (EC 3.1.3.36);KEGG:triphosphoinositide phosphatase (EC 3.1.3.36);KEGG:IP3 phosphatase (EC 3.1.3.36);KEGG:PtdIns(4,5)P2 phosphatase (EC 3.1.3.36);KEGG:triphosphoinositide phosphomonoesterase (EC 3.1.3.36);KEGG:diphosphoinositide phosphatase (EC 3.1.3.36);KEGG:inositol 1,4,5-triphosphate 5-phosphomonoesterase (EC 3.1.3.36);KEGG:inositol triphosphate 5-phosphomonoesterase (EC 3.1.3.36);KEGG:phosphatidylinositol-bisphosphatase (EC 3.1.3.36);KEGG:phosphatidyl-myo-inositol-4,5-bisphosphate phosphatase (EC 3.1.3.36);KEGG:phosphatidylinositol 4,5-bisphosphate phosphatase (EC 3.1.3.36);KEGG:polyphosphoinositol lipid 5-phosphatase (EC 3.1.3.36);KEGG:phosphatidyl-inositol-bisphosphate phosphatase (EC 3.1.3.36)
ftr33459	3-phosphoglycerate phosphatase (EC 3.1.3.38)	KEGG	null	KEGG:D-3-Phosphoglycerate phosphatase (EC 3.1.3.38);KEGG:3-PGA phosphatase (EC 3.1.3.38)
ftr33460	streptomycin-6-phosphatase (EC 3.1.3.39)	KEGG	null	KEGG:streptomycin 6-phosphate phosphatase (EC 3.1.3.39);KEGG:streptomycin 6-phosphate phosphohydrolase (EC 3.1.3.39);KEGG:streptomycin-6-P phosphohydrolase (EC 3.1.3.39)
ftr33461	phosphatidate phosphatase (EC 3.1.3.4)	KEGG	null	KEGG:phosphatic acid phosphatase (EC 3.1.3.4);KEGG:acid phosphatidyl phosphatase (EC 3.1.3.4);KEGG:phosphatic acid phosphohydrolase (EC 3.1.3.4);KEGG:PAP, Lipin (EC 3.1.3.4)
ftr33462	guanidinodeoxy-scyllo-inositol-4-phosphatase (EC 3.1.3.40)	KEGG	null	KEGG:1-guanidino-scyllo-inositol 4-phosphatase (EC 3.1.3.40);KEGG:1-guanidino-1-deoxy-scyllo-inositol-4-P phosphohydrolase (EC 3.1.3.40)
ftr33463	4-nitrophenylphosphatase (EC 3.1.3.41)	KEGG	null	KEGG:nitrophenyl phosphatase (EC 3.1.3.41);KEGG:p-nitrophenylphosphatase (EC 3.1.3.41);KEGG:para-nitrophenyl phosphatase (EC 3.1.3.41);KEGG:K-pNPPase (EC 3.1.3.41);KEGG:NPPase (EC 3.1.3.41);KEGG:PNPPase (EC 3.1.3.41);KEGG:Ecto-p-nitrophenyl phosphatase (EC 3.1.3.41);KEGG:p-nitrophenylphosphate phosphohydrolase (EC 3.1.3.41)
ftr33464	[glycogen-synthase-D] phosphatase (EC 3.1.3.42)	KEGG	null	KEGG:uridine diphosphoglucose-glycogen glucosyltransferase phosphatase (EC 3.1.3.42);KEGG:UDP-glycogen glucosyltransferase phosphatase (EC 3.1.3.42);KEGG:UDPglucose-glycogen glucosyltransferase phosphatase (EC 3.1.3.42);KEGG:glycogen glucosyltransferase phosphatase (EC 3.1.3.42);KEGG:glycogen synthetase phosphatase (EC 3.1.3.42);KEGG:glycogen synthase phosphatase (EC 3.1.3.42);KEGG:glycogen synthase D phosphatase (EC 3.1.3.42);KEGG:Mg2+ dependent glycogen synthase phosphatase (EC 3.1.3.42);KEGG:phosphatase type 2_degree_C (EC 3.1.3.42)
ftr33465	[pyruvate dehydrogenase (acetyl-transferring)]-phosphatase (EC 3.1.3.43)	KEGG	null	KEGG:pyruvate dehydrogenase phosphatase (EC 3.1.3.43);KEGG:phosphopyruvate dehydrogenase phosphatase (EC 3.1.3.43);KEGG:[pyruvate dehydrogenase (lipoamide)]-phosphatase (EC 3.1.3.43);KEGG:[pyruvate dehydrogenase (lipoamide)]-phosphate phosphohydrolase (EC 3.1.3.43)
ftr33466	[acetyl-CoA carboxylase]-phosphatase (EC 3.1.3.44)	KEGG	null	null
ftr33468	fructose-2,6-bisphosphate 2-phosphatase (EC 3.1.3.46)	KEGG	null	KEGG:fructose-2,6-bisphosphatase (EC 3.1.3.46);KEGG:D-fructose-2,6-bisphosphate 2-phosphohydrolase (EC 3.1.3.46)
ftr33469	[hydroxymethylglutaryl-CoA reductase (NADPH)]-phosphatase (EC 3.1.3.47)	KEGG	null	KEGG:reductase phosphatase (EC 3.1.3.47)
ftr33470	protein-tyrosine-phosphatase (EC 3.1.3.48)	KEGG	null	KEGG:phosphotyrosine phosphatase (EC 3.1.3.48);KEGG:phosphoprotein phosphatase (phosphotyrosine) (EC 3.1.3.48);KEGG:phosphotyrosine histone phosphatase (EC 3.1.3.48);KEGG:protein phosphotyrosine phosphatase (EC 3.1.3.48);KEGG:tyrosylprotein phosphatase (EC 3.1.3.48);KEGG:phosphotyrosine protein phosphatase (EC 3.1.3.48);KEGG:phosphotyrosylprotein phosphatase (EC 3.1.3.48);KEGG:tyrosine O-phosphate phosphatase (EC 3.1.3.48);KEGG:PPT-phosphatase (EC 3.1.3.48);KEGG:PTPase (EC 3.1.3.48);KEGG:[phosphotyrosine]protein phosphatase (EC 3.1.3.48);KEGG:PTP-phosphatase (EC 3.1.3.48)
ftr33471	[pyruvate kinase]-phosphatase (EC 3.1.3.49)	KEGG	null	KEGG:pyruvate kinase phosphatase (EC 3.1.3.49)
ftr33473	sorbitol-6-phosphatase (EC 3.1.3.50)	KEGG	null	KEGG:sorbitol-6-phosphate phosphatase (EC 3.1.3.50)
ftr33474	dolichyl-phosphatase (EC 3.1.3.51)	KEGG	null	KEGG:dolichol phosphate phosphatase (EC 3.1.3.51);KEGG:dolichol phosphatase (EC 3.1.3.51);KEGG:dolichol monophosphatase (EC 3.1.3.51);KEGG:dolichyl monophosphate phosphatase (EC 3.1.3.51);KEGG:dolichyl phosphate phosphatase (EC 3.1.3.51);KEGG:polyisoprenyl phosphate phosphatase (EC 3.1.3.51);KEGG:polyprenylphosphate phosphatase (EC 3.1.3.51);KEGG:Dol-P phosphatase (EC 3.1.3.51)
ftr33475	[3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)]-phosphatase (EC 3.1.3.52)	KEGG	null	KEGG:branched-chain oxo-acid dehydrogenase phosphatase (EC 3.1.3.52);KEGG:branched-chain 2-keto acid dehydrogenase phosphatase (EC 3.1.3.52);KEGG:branched-chain alpha-keto acid dehydrogenase phosphatase (EC 3.1.3.52);KEGG:BCKDH (EC 3.1.3.52);KEGG:[3-methyl-2-oxobutanoate dehydrogenase (lipoamide)]-phosphatase (EC 3.1.3.52);KEGG:[3-methyl-2-oxobutanoate dehydrogenase (lipoamide)]-phosphate phosphohydrolase (EC 3.1.3.52)
ftr33476	[myosin-light-chain] phosphatase (EC 3.1.3.53)	KEGG	null	KEGG:myosin light chain kinase phosphatase (EC 3.1.3.53);KEGG:myosin phosphatase (EC 3.1.3.53);KEGG:myosin phosphatase (EC 3.1.3.53);KEGG:protein phosphatase 2A (EC 3.1.3.53);KEGG:myosin-light-chain-phosphatase (EC 3.1.3.53)
ftr33477	fructose-2,6-bisphosphate 6-phosphatase (EC 3.1.3.54)	KEGG	null	KEGG:fructose 2,6-bisphosphate-6-phosphohydrolase (EC 3.1.3.54);KEGG:fructose-2,6-bisphosphate 6-phosphohydrolase (EC 3.1.3.54);KEGG:D-fructose-2,6-bisphosphate 6-phosphohydrolase (EC 3.1.3.54)
ftr33478	caldesmon-phosphatase (EC 3.1.3.55)	KEGG	null	KEGG:SMP-I (EC 3.1.3.55);KEGG:smooth muscle caldesmon phosphatase (EC 3.1.3.55)
ftr33479	inositol-polyphosphate 5-phosphatase (EC 3.1.3.56)	KEGG	null	KEGG:type I inositol-polyphosphate phosphatase (EC 3.1.3.56);KEGG:inositol trisphosphate phosphomonoesterase (EC 3.1.3.56);KEGG:InsP3/Ins(1,3,4,5)P4 5-phosphatase (EC 3.1.3.56);KEGG:inosine triphosphatase (EC 3.1.3.56);KEGG:D-myo-inositol 1,4,5-triphosphate 5-phosphatase (EC 3.1.3.56);KEGG:D-myo-inositol 1,4,5-trisphosphate 5-phosphatase (EC 3.1.3.56);KEGG:L-myo-inositol 1,4,5-trisphosphate-monoesterase (EC 3.1.3.56);KEGG:inositol phosphate 5-phosphomonoesterase (EC 3.1.3.56);KEGG:inositol-1,4,5-trisphosphate/1,3,4,5-tetrakisphosphate 5-phosphatase (EC 3.1.3.56);KEGG:Ins(1,4,5)P3 5-phosphatase (EC 3.1.3.56);KEGG:D-myo-inositol(1,4,5)/(1,3,4,5)-polyphosphate 5-phosphatase (EC 3.1.3.56);KEGG:inositol 1,4,5-trisphosphate phosphatase (EC 3.1.3.56);KEGG:inositol polyphosphate-5-phosphatase (EC 3.1.3.56);KEGG:myo-inositol-1,4,5-trisphosphate 5-phosphatase (EC 3.1.3.56);KEGG:inositol-1,4,5-trisphosphate 5-phosphatase (EC 3.1.3.56)
ftr33480	inositol-1,4-bisphosphate 1-phosphatase (EC 3.1.3.57)	KEGG	null	KEGG:inositol-polyphosphate 1-phosphatase (EC 3.1.3.57)
ftr33481	sugar-terminal-phosphatase (EC 3.1.3.58)	KEGG	null	KEGG:xylitol-5-phosphatase (EC 3.1.3.58)
ftr33482	alkylacetylglycerophosphatase (EC 3.1.3.59)	KEGG	null	KEGG:1-alkyl-2-lyso-sn-glycero-3-P:acetyl-CoA acetyltransferase (EC 3.1.3.59);KEGG:alkylacetylglycerophosphate phosphatase (EC 3.1.3.59)
ftr33483	3'-nucleotidase (EC 3.1.3.6)	KEGG	null	KEGG:3'-mononucleotidase (EC 3.1.3.6);KEGG:3'-phosphatase (EC 3.1.3.6);KEGG:3'-ribonucleotidase (EC 3.1.3.6)
ftr33484	phosphoenolpyruvate phosphatase (EC 3.1.3.60)	KEGG	null	KEGG:PEP phosphatase (EC 3.1.3.60)
